90%,80%,70%,60%,50%
0.990909090909091,0.9954545454545455,0.9878787878787879,0.9943181818181818,0.9881818181818182
0.990909090909091,0.9954545454545455,0.9893939393939394,0.9897727272727272,0.9945454545454545
0.990909090909091,1.0,0.9954545454545455,0.9931818181818182,0.9863636363636363
0.9954545454545455,0.9977272727272727,0.990909090909091,0.9897727272727272,0.9836363636363636
0.9863636363636363,0.9954545454545455,0.9939393939393939,0.990909090909091,0.9872727272727273
0.9954545454545455,0.9954545454545455,0.9893939393939394,0.9943181818181818,0.9854545454545455
0.9954545454545455,0.9954545454545455,0.9924242424242424,0.9818181818181818,0.9863636363636363
1.0,0.9954545454545455,0.9893939393939394,0.9943181818181818,0.98
0.9863636363636363,0.990909090909091,0.9939393939393939,0.990909090909091,0.99
0.9954545454545455,0.990909090909091,0.9924242424242424,0.9886363636363636,0.9890909090909091
