90%,80%,70%,60%,50%
0.9772727272727273,0.9659090909090909,0.9818181818181818,0.9738636363636364,0.9654545454545455
0.9863636363636363,0.975,0.9696969696969697,0.9681818181818181,0.9736363636363636
0.9818181818181818,0.975,0.9787878787878788,0.9681818181818181,0.9663636363636363
0.9772727272727273,0.9818181818181818,0.9742424242424242,0.9659090909090909,0.9663636363636363
0.990909090909091,0.9590909090909091,0.9757575757575757,0.9738636363636364,0.9645454545454546
0.9818181818181818,0.9704545454545455,0.9787878787878788,0.9727272727272728,0.9709090909090909
0.9818181818181818,0.9818181818181818,0.9787878787878788,0.9772727272727273,0.9718181818181818
0.990909090909091,0.9704545454545455,0.9636363636363636,0.9670454545454545,0.9709090909090909
0.9863636363636363,0.9727272727272728,0.9651515151515152,0.9704545454545455,0.9590909090909091
0.9636363636363636,0.9772727272727273,0.9651515151515152,0.975,0.9709090909090909
